Mod:Item:MetaData, Localized Name
chisel:blocksteel:1, Block of Steel
chisel:blocksteel:2, Block of Steel
chisel:blocksteel:3, Block of Steel
chisel:blocksteel:4, Block of Steel
chisel:blocksteel:5, Block of Steel
chisel:blocksteel:6, Block of Steel
chisel:stonebrick:0, Chiseled Stone
chisel:stonebrick:1, Chiseled Stone
chisel:stonebrick:2, Chiseled Stone
chisel:stonebrick:3, Chiseled Stone
chisel:stonebrick:4, Chiseled Stone
chisel:stonebrick:5, Chiseled Stone
chisel:stonebrick:6, Chiseled Stone
chisel:stonebrick:7, Chiseled Stone
chisel:stonebrick:8, Chiseled Stone
chisel:stonebrick:9, Chiseled Stone
chisel:stonebrick:10, Chiseled Stone
chisel:stonebrick:11, Chiseled Stone
chisel:stonebrick:12, Chiseled Stone
chisel:stonebrick:13, Chiseled Stone
chisel:stonebrick:14, Chiseled Stone
chisel:stonebrick:15, Chiseled Stone
chisel:stonebrick1:0, Chiseled Stone
chisel:stonebrick1:1, Chiseled Stone
chisel:stonebrick1:2, Chiseled Stone
chisel:stonebrick1:3, Chiseled Stone
chisel:stonebrick1:4, Chiseled Stone
chisel:stonebrick1:5, Chiseled Stone
chisel:stonebrick1:6, Chiseled Stone
chisel:stonebrick1:7, Chiseled Stone
chisel:stonebrick1:8, Chiseled Stone
chisel:stonebrick1:9, Chiseled Stone
chisel:stonebrick2:0, Chiseled Stone
chisel:stonebrick2:1, Chiseled Stone
chisel:stonebrick2:2, Chiseled Stone
chisel:stonebrick2:3, Chiseled Stone
chisel:stonebrick2:4, Chiseled Stone
chisel:stonebrick2:5, Chiseled Stone
chisel:stonebrick2:6, Chiseled Stone
chisel:stonebrick2:7, Chiseled Stone
chisel:stonebrick2:8, Chiseled Stone
chisel:stonebrick2:9, Chiseled Stone
chisel:technical:0, Factory Block
chisel:technical:1, Factory Block
chisel:technical:2, Factory Block
chisel:technical:3, Factory Block
chisel:technical:4, Factory Block
chisel:technical:5, Factory Block
chisel:technical:6, Factory Block
chisel:technical:7, Factory Block
chisel:technical:8, Factory Block
chisel:technical:9, Factory Block
chisel:technical:10, Factory Block
chisel:technical:11, Factory Block
chisel:technical:12, Factory Block
chisel:technical:13, Factory Block
chisel:technical:14, Factory Block
chisel:technical:15, Factory Block
chisel:technical1:0, Factory Block
chisel:technical1:1, Factory Block
chisel:technical1:2, Factory Block
chisel:technical1:3, Factory Block
chisel:technical1:4, Factory Block
chisel:technicalnew:0, Factory Block
chisel:technicalnew:1, Factory Block
chisel:technicalnew:2, Factory Block
chisel:technicalnew:3, Factory Block
chisel:technicalnew:4, Factory Block
chisel:technicalnew:5, Factory Block
chisel:technicalnew:6, Factory Block
chisel:technicalnew:7, Factory Block
chisel:technicalnew:8, Factory Block
chisel:temple:0, Temple Block
chisel:temple:1, Temple Block
chisel:temple:2, Temple Block
chisel:temple:3, Temple Block
chisel:temple:4, Temple Block
chisel:temple:5, Temple Block
chisel:temple:6, Temple Block
chisel:temple:7, Temple Block
chisel:temple:8, Temple Block
chisel:temple:9, Temple Block
chisel:temple:10, Temple Block
chisel:temple:11, Temple Block
chisel:temple:12, Temple Block
chisel:temple:13, Temple Block
chisel:temple:14, Temple Block
chisel:temple:15, Temple Block
chisel:templemossy:0, Mossy Temple Block
chisel:templemossy:1, Mossy Temple Block
chisel:templemossy:2, Mossy Temple Block
chisel:templemossy:3, Mossy Temple Block
chisel:templemossy:4, Mossy Temple Block
chisel:templemossy:5, Mossy Temple Block
chisel:templemossy:6, Mossy Temple Block
chisel:templemossy:7, Mossy Temple Block
chisel:templemossy:8, Mossy Temple Block
chisel:templemossy:9, Mossy Temple Block
chisel:templemossy:10, Mossy Temple Block
chisel:templemossy:11, Mossy Temple Block
chisel:templemossy:12, Mossy Temple Block
chisel:templemossy:13, Mossy Temple Block
chisel:templemossy:14, Mossy Temple Block
chisel:templemossy:15, Mossy Temple Block
chisel:blocktin:0, Block of Tin
chisel:blocktin:1, Block of Tin
chisel:blocktin:2, Block of Tin
chisel:blocktin:3, Block of Tin
chisel:blocktin:4, Block of Tin
chisel:blocktin:5, Block of Tin
chisel:blocktin:6, Block of Tin
chisel:tyrian:0, Tyrian
chisel:tyrian:1, Tyrian
chisel:tyrian:2, Tyrian
chisel:tyrian:3, Tyrian
chisel:tyrian:4, Tyrian
chisel:tyrian:5, Tyrian
chisel:tyrian:6, Tyrian
chisel:tyrian:7, Tyrian
chisel:tyrian:8, Tyrian
chisel:tyrian:9, Tyrian
chisel:tyrian:10, Tyrian
chisel:tyrian:11, Tyrian
chisel:tyrian:12, Tyrian
chisel:tyrian:13, Tyrian
chisel:tyrian:14, Tyrian
chisel:tyrian:15, Tyrian
chisel:blockuranium:0, Block of Uranium
chisel:blockuranium:1, Block of Uranium
chisel:blockuranium:2, Block of Uranium
chisel:blockuranium:3, Block of Uranium
chisel:blockuranium:4, Block of Uranium
chisel:blockuranium:5, Block of Uranium
chisel:blockuranium:6, Block of Uranium
chisel:valentines:0, Valentines' Block
chisel:valentines:1, Valentines' Block
chisel:valentines:2, Valentines' Block
chisel:valentines:3, Valentines' Block
chisel:valentines:4, Valentines' Block
chisel:valentines:5, Valentines' Block
chisel:valentines:6, Valentines' Block
chisel:valentines:7, Valentines' Block
chisel:valentines:8, Valentines' Block
chisel:valentines:9, Valentines' Block
chisel:voidstone:0, Voidstone
chisel:voidstone:1, Voidstone
chisel:voidstone:2, Voidstone
chisel:voidstone:3, Voidstone
chisel:voidstone:4, Voidstone
chisel:voidstone:5, Voidstone
chisel:voidstone:6, Voidstone
chisel:voidstone:7, Voidstone
chisel:energizedvoidstone:0, Primal Voidstone
chisel:energizedvoidstone:1, Primal Voidstone
chisel:energizedvoidstone:2, Primal Voidstone
chisel:energizedvoidstone:3, Primal Voidstone
chisel:energizedvoidstone:4, Primal Voidstone
chisel:energizedvoidstone:5, Primal Voidstone
chisel:energizedvoidstone:6, Primal Voidstone
chisel:energizedvoidstone:7, Primal Voidstone
chisel:voidstonerunic:0, Runed Voidstone
chisel:voidstonerunic:1, Runed Voidstone
chisel:voidstonerunic:2, Runed Voidstone
chisel:voidstonerunic:3, Runed Voidstone
chisel:voidstonerunic:4, Runed Voidstone
chisel:voidstonerunic:5, Runed Voidstone
chisel:voidstonerunic:6, Runed Voidstone
chisel:voidstonerunic:7, Runed Voidstone
chisel:voidstonerunic:8, Runed Voidstone
chisel:voidstonerunic:9, Runed Voidstone
chisel:voidstonerunic:10, Runed Voidstone
chisel:voidstonerunic:11, Runed Voidstone
chisel:voidstonerunic:12, Runed Voidstone
chisel:voidstonerunic:13, Runed Voidstone
chisel:voidstonerunic:14, Runed Voidstone
chisel:waterstone:0, Waterstone
chisel:waterstone:1, Waterstone
chisel:waterstone:2, Waterstone
chisel:waterstone:3, Waterstone
chisel:waterstone:4, Waterstone
chisel:waterstone:5, Waterstone
chisel:waterstone:6, Waterstone
chisel:waterstone:7, Waterstone
chisel:waterstone:8, Waterstone
chisel:waterstone:9, Waterstone
chisel:waterstone:10, Waterstone
chisel:waterstone:11, Waterstone
chisel:waterstone:12, Waterstone
chisel:waterstone:13, Waterstone
chisel:waterstone:14, Waterstone
chisel:waterstone:15, Waterstone
chisel:waterstone1:0, Waterstone
chisel:waterstone1:1, Waterstone
chisel:waterstone1:2, Waterstone
chisel:waterstone1:3, Waterstone
chisel:waterstone1:4, Waterstone
chisel:waterstone1:5, Waterstone
chisel:waterstone1:6, Waterstone
chisel:waterstone1:7, Waterstone
chisel:waterstone1:8, Waterstone
chisel:waterstone1:9, Waterstone
chisel:waterstone1:10, Waterstone
chisel:waterstone1:11, Waterstone
chisel:waterstone1:12, Waterstone
chisel:waterstone1:13, Waterstone
chisel:waterstone1:14, Waterstone
chisel:waterstone1:15, Waterstone
chisel:waterstone2:0, Waterstone
chisel:wool_black:0, Black Wool
chisel:wool_black:1, Black Wool
chisel:wool_red:0, Red Wool
chisel:wool_red:1, Red Wool
chisel:wool_green:0, Green Wool
chisel:wool_green:1, Green Wool
chisel:wool_brown:0, Brown Wool
chisel:wool_brown:1, Brown Wool
chisel:wool_blue:0, Blue Wool
chisel:wool_blue:1, Blue Wool
chisel:wool_purple:0, Purple Wool
chisel:wool_purple:1, Purple Wool
chisel:wool_cyan:0, Cyan Wool
chisel:wool_cyan:1, Cyan Wool
chisel:wool_lightgray:0, Light Gray Wool
chisel:wool_lightgray:1, Light Gray Wool
chisel:wool_gray:0, Gray Wool
chisel:wool_gray:1, Gray Wool
chisel:wool_pink:0, Pink Wool
chisel:wool_pink:1, Pink Wool
chisel:wool_lime:0, Lime Wool
chisel:wool_lime:1, Lime Wool
chisel:wool_yellow:0, Yellow Wool
chisel:wool_yellow:1, Yellow Wool
chisel:wool_lightblue:0, Light Blue Wool
chisel:wool_lightblue:1, Light Blue Wool
chisel:wool_magenta:0, Magenta Wool
chisel:wool_magenta:1, Magenta Wool
chisel:wool_orange:0, Orange Wool
chisel:wool_orange:1, Orange Wool
chisel:wool_white:0, Wool
chisel:wool_white:1, Wool
atum:portal, Atum Portal
atum:chest_spawner, Limestone Chest
atum:sand, Limestone Sand
atum:sand_layer, Sand Layer
atum:date_block, Date
atum:emmer_wheat, Emmer Wheat
atum:anputs_fingers, Anput's Fingers
atum:oasis_grass, Oasis Grass
atum:dead_grass, Dead Grass
atum:shrub, Dry Shrub
atum:weed, Dry Shrub
atum:papyrus, Papyrus
atum:ophidian_tongue, Ophidian Tongue Vine
atum:flax_block, Flax
atum:fertile_soil, Fertile Soil
atum:fertile_soil_tilled, Tilled Fertile Soil
atum:quern, Quern
atum:spinning_wheel, Spinning Wheel
atum:kiln, Kiln
atum:kiln_fake, Kiln
atum:burning_trap, Burning Trap
atum:poison_trap, Poison Trap
atum:tar_trap, Tar Trap
atum:smoke_trap, Smoke Trap
atum:arrow_trap, Arrow Trap
atum:sarcophagus, Sarcophagus
atum:limestone_chest, Limestone Chest
atum:gold_ore, Gold Ore
atum:iron_ore, Iron Ore
atum:coal_ore, Coal Ore
atum:lapis_ore, Lapis Ore
atum:diamond_ore, Diamond Ore
atum:emerald_ore, Emerald Ore
atum:redstone_ore, Redstone Ore
atum:lit_redstone_ore, Redstone Ore
atum:bone_ore, Bone Ore
atum:relic_ore, Relic Ore
atum:khnumite_raw, Raw Khnumite
atum:dirty_bone_block, Dirty Bone Block
atum:dirty_bone_slab, Dirty Bone Slab
atum:bone_ladder, Bone Ladder
atum:limestone_furnace, Limestone Furnace
atum:limestone_furnace_lit, Limestone Furnace
atum:palm_torch, Palm Torch
atum:deadwood_torch, Deadwood Torch
atum:limestone_torch, Limestone Torch
atum:bone_torch, Bone Torch
atum:pharaoh_torch, Royal Torch
atum:palm_torch_unlit, Unlit Palm Torch
atum:deadwood_torch_unlit, Unlit Deadwood Torch
atum:limestone_torch_unlit, Unlit Limestone Torch
atum:bone_torch_unlit, Unlit Bone Torch
atum:pharaoh_torch_unlit, Unlit Royal Torch
atum:limestone_gravel, Limestone Gravel
atum:marl, Marl
atum:ra_stone, Ra Stone
atum:limestone_cracked, Cracked Limestone
atum:limestone, Limestone
atum:limestone_brick_small, Small Limestone Bricks
atum:limestone_brick_large, Large Limestone Bricks
atum:limestone_brick_cracked_brick, Cracked Limestone Bricks
atum:limestone_brick_chiseled, Chiseled Limestone Bricks
atum:limestone_brick_carved, Carved Limestone Bricks
atum:limestone_smooth_slab, Smooth Limestone Slab
atum:limestone_cracked_slab, Cracked Limestone Slab
atum:limestone_small_slab, Small Limestone Bricks Slab
atum:limestone_large_slab, Large Limestone Bricks Slab
atum:limestone_cracked_brick_slab, Cracked Limestone Bricks Slab
atum:limestone_chiseled_slab, Chiseled Limestone Bricks Slab
atum:limestone_carved_slab, Carved Limestone Bricks Slab
atum:khnumite_block, Khnumite Block
atum:khnumite_face, Khnumite Face
atum:smooth_stairs, Limestone Stairs
atum:cracked_stairs, Cracked Limestone Stairs
atum:small_stairs, Limestone Small Brick Stairs
atum:large_stairs, Limestone Large Brick Stairs
atum:cracked_brick_stairs, Limestone Cracked Brick Stairs
atum:chiseled_stairs, Limestone Chiseled Brick Stairs
atum:carved_stairs, Limestone Carved Brick Stairs
atum:limestone_wall, Smooth Limestone Wall
atum:limestone_cracked_wall, Cracked Limestone Wall
atum:small_wall, Small Limestone Brick Wall
atum:large_wall, Large Limestone Brick Wall
atum:cracked_brick_wall, Limestone Cracked Brick Wall
atum:chiseled_wall, Limestone Chiseled Brick Wall
atum:carved_wall, Limestone Carved Brick Wall
atum:limestone_door, Limestone Door
atum:limestone_cracked_door, Cracked Limestone Door
atum:limestone_brick_small_door, Small Limestone Bricks Door
atum:limestone_brick_large_door, Large Limestone Bricks Door
atum:limestone_brick_cracked_brick_door, Cracked Limestone Bricks Door
atum:limestone_brick_chiseled_door, Chiseled Limestone Bricks Door
atum:limestone_brick_carved_door, Carved Limestone Bricks Door
atum:alabaster, Alabaster
atum:alabaster_brick_smooth, Smooth Alabaster
atum:alabaster_brick_polished, Polished Alabaster Brick
atum:alabaster_brick_carved, Carved Alabaster Brick
atum:alabaster_brick_tiled, Tiled Alabaster Brick
atum:alabaster_brick_pillar, Pillar Alabaster Brick
atum:alabaster_smooth_slab, Smooth Alabaster Slab
atum:alabaster_polished_slab, Polished Alabaster Slab
atum:alabaster_carved_slab, Carved Alabaster Slab
atum:alabaster_tiled_slab, Tiled Alabaster Slab
atum:alabaster_pillar_slab, Pillar Alabaster Slab
atum:alabaster_smooth_stairs, Smooth Alabaster Stairs
atum:alabaster_polished_stairs, Polished Alabaster Stairs
atum:alabaster_carved_stairs, Carved Alabaster Stairs
atum:alabaster_tiled_stairs, Tiled Alabaster Stairs
atum:alabaster_pillar_stairs, Pillar Alabaster Stairs
atum:alabaster_smooth_wall, Smooth Alabaster Wall
atum:alabaster_polished_wall, Polished Alabaster Wall
atum:alabaster_carved_wall, Carved Alabaster Wall
atum:alabaster_tiled_wall, Tiled Alabaster Wall
atum:alabaster_pillar_wall, Pillar Alabaster Wall
atum:porphyry, Porphyry
atum:porphyry_brick_smooth, Smooth Porphyry
atum:porphyry_brick_polished, Polished Porphyry Brick
atum:porphyry_brick_carved, Carved Porphyry Brick
atum:porphyry_brick_tiled, Tiled Porphyry Brick
atum:porphyry_brick_pillar, Pillar Porphyry Brick
atum:porphyry_smooth_slab, Smooth Porphyry Slab
atum:porphyry_polished_slab, Polished Porphyry Slab
atum:porphyry_carved_slab, Carved Porphyry Slab
atum:porphyry_tiled_slab, Tiled Porphyry Slab
atum:porphyry_pillar_slab, Pillar Porphyry Slab
atum:porphyry_smooth_stairs, Smooth Porphyry Stairs
atum:porphyry_polished_stairs, Polished Porphyry Stairs
atum:porphyry_carved_stairs, Carved Porphyry Stairs
atum:porphyry_tiled_stairs, Tiled Porphyry Stairs
atum:porphyry_pillar_stairs, Pillar Porphyry Stairs
atum:porphyry_smooth_wall, Smooth Porphyry Wall
atum:porphyry_polished_wall, Polished Porphyry Wall
atum:porphyry_carved_wall, Carved Porphyry Wall
atum:porphyry_tiled_wall, Tiled Porphyry Wall
atum:porphyry_pillar_wall, Pillar Porphyry Wall
atum:ceramic_white, White Ceramic Tile Block
atum:ceramic_orange, Orange Ceramic Tile Block
atum:ceramic_magenta, Magenta Ceramic Tile Block
atum:ceramic_light_blue, Light Blue Ceramic Tile Block
atum:ceramic_yellow, Yellow Ceramic Tile Block
atum:ceramic_lime, Lime Ceramic Tile Block
atum:ceramic_pink, Pink Ceramic Tile Block
atum:ceramic_gray, Gray Ceramic Tile Block
atum:ceramic_silver, Silver Ceramic Tile Block
atum:ceramic_cyan, Cyan Ceramic Tile Block
atum:ceramic_purple, Purple Ceramic Tile Block
atum:ceramic_blue, Blue Ceramic Tile Block
atum:ceramic_brown, Brown Ceramic Tile Block
atum:ceramic_green, Green Ceramic Tile Block
atum:ceramic_red, Red Ceramic Tile Block
atum:ceramic_black, Black Ceramic Tile Block
atum:ceramic_slab_white, White Ceramic Tile Slab
atum:ceramic_slab_orange, Orange Ceramic Tile Slab
atum:ceramic_slab_magenta, Magenta Ceramic Tile Slab
atum:ceramic_slab_light_blue, Light Blue Ceramic Tile Slab
atum:ceramic_slab_yellow, Yellow Ceramic Tile Slab
atum:ceramic_slab_lime, Lime Ceramic Tile Slab
atum:ceramic_slab_pink, Pink Ceramic Tile Slab
atum:ceramic_slab_gray, Gray Ceramic Tile Slab
atum:ceramic_slab_silver, Silver Ceramic Tile Slab
atum:ceramic_slab_cyan, Cyan Ceramic Tile Slab
atum:ceramic_slab_purple, Purple Ceramic Tile Slab
atum:ceramic_slab_blue, Blue Ceramic Tile Slab
atum:ceramic_slab_brown, Brown Ceramic Tile Slab
atum:ceramic_slab_green, Green Ceramic Tile Slab
atum:ceramic_slab_red, Red Ceramic Tile Slab
atum:ceramic_slab_black, Black Ceramic Tile Slab
atum:ceramic_tile_white, White Ceramic Tile
atum:ceramic_tile_orange, Orange Ceramic Tile
atum:ceramic_tile_magenta, Magenta Ceramic Tile
atum:ceramic_tile_light_blue, Light Blue Ceramic Tile
atum:ceramic_tile_yellow, Yellow Ceramic Tile
atum:ceramic_tile_lime, Lime Ceramic Tile
atum:ceramic_tile_pink, Pink Ceramic Tile
atum:ceramic_tile_gray, Gray Ceramic Tile
atum:ceramic_tile_silver, Silver Ceramic Tile
atum:ceramic_tile_cyan, Cyan Ceramic Tile
atum:ceramic_tile_purple, Purple Ceramic Tile
atum:ceramic_tile_blue, Blue Ceramic Tile
atum:ceramic_tile_brown, Brown Ceramic Tile
atum:ceramic_tile_green, Green Ceramic Tile
atum:ceramic_tile_red, Red Ceramic Tile
atum:ceramic_tile_black, Black Ceramic Tile
atum:ceramic_stairs_white, White Ceramic Tile Stairs
atum:ceramic_stairs_orange, Orange Ceramic Tile Stairs
atum:ceramic_stairs_magenta, Magenta Ceramic Tile Stairs
atum:ceramic_stairs_light_blue, Light Blue Ceramic Tile Stairs
atum:ceramic_stairs_yellow, Yellow Ceramic Tile Stairs
atum:ceramic_stairs_lime, Lime Ceramic Tile Stairs
atum:ceramic_stairs_pink, Pink Ceramic Tile Stairs
atum:ceramic_stairs_gray, Gray Ceramic Tile Stairs
atum:ceramic_stairs_silver, Silver Ceramic Tile Stairs
atum:ceramic_stairs_cyan, Cyan Ceramic Tile Stairs
atum:ceramic_stairs_purple, Purple Ceramic Tile Stairs
atum:ceramic_stairs_blue, Blue Ceramic Tile Stairs
atum:ceramic_stairs_brown, Brown Ceramic Tile Stairs
atum:ceramic_stairs_green, Green Ceramic Tile Stairs
atum:ceramic_stairs_red, Red Ceramic Tile Stairs
atum:ceramic_stairs_black, Black Ceramic Tile Stairs
atum:ceramic_wall_white, White Ceramic Tile Wall
atum:ceramic_wall_orange, Orange Ceramic Tile Wall
atum:ceramic_wall_magenta, Magenta Ceramic Tile Wall
atum:ceramic_wall_light_blue, Light Blue Ceramic Tile Wall
atum:ceramic_wall_yellow, Yellow Ceramic Tile Wall
atum:ceramic_wall_lime, Lime Ceramic Tile Wall
atum:ceramic_wall_pink, Pink Ceramic Tile Wall
atum:ceramic_wall_gray, Gray Ceramic Tile Wall
atum:ceramic_wall_silver, Silver Ceramic Tile Wall
atum:ceramic_wall_cyan, Cyan Ceramic Tile Wall
atum:ceramic_wall_purple, Purple Ceramic Tile Wall
atum:ceramic_wall_blue, Blue Ceramic Tile Wall
atum:ceramic_wall_brown, Brown Ceramic Tile Wall
atum:ceramic_wall_green, Green Ceramic Tile Wall
atum:ceramic_wall_red, Red Ceramic Tile Wall
atum:ceramic_wall_black, Black Ceramic Tile Wall
atum:radiant_beacon, Radiant Beacon
atum:radiant_beacon_framed, Radiant Beacon
atum:crystal_glass, Crystal Glass
atum:crystal_white_stained_glass, White Stained Crystal Glass
atum:crystal_orange_stained_glass, Orange Stained Crystal Glass
atum:crystal_magenta_stained_glass, Magenta Stained Crystal Glass
atum:crystal_light_blue_stained_glass, Light Blue Stained Crystal Glass
atum:crystal_yellow_stained_glass, Yellow Stained Crystal Glass
atum:crystal_lime_stained_glass, Lime Stained Crystal Glass
atum:crystal_pink_stained_glass, Pink Stained Crystal Glass
atum:crystal_gray_stained_glass, Gray Stained Crystal Glass
atum:crystal_silver_stained_glass, Silver Stained Crystal Glass
atum:crystal_cyan_stained_glass, Cyan Stained Crystal Glass
atum:crystal_purple_stained_glass, Purple Stained Crystal Glass
atum:crystal_blue_stained_glass, Blue Stained Crystal Glass
atum:crystal_brown_stained_glass, Brown Stained Crystal Glass
atum:crystal_green_stained_glass, Green Stained Crystal Glass
atum:crystal_red_stained_glass, Red Stained Crystal Glass
atum:crystal_black_stained_glass, Black Stained Crystal Glass
atum:thin_crystal_glass, Thin Crystal Glass
atum:thin_crystal_white_stained_glass, White Stained Thin Crystal Glass
atum:thin_crystal_orange_stained_glass, Orange Stained Thin Crystal Glass
atum:thin_crystal_magenta_stained_glass, Magenta Stained Thin Crystal Glass
atum:thin_crystal_light_blue_stained_glass, Light Blue Stained Thin Crystal Glass
atum:thin_crystal_yellow_stained_glass, Yellow Stained Thin Crystal Glass
atum:thin_crystal_lime_stained_glass, Lime Stained Thin Crystal Glass
